"CHR","GENE","P","ORIG_SNP","NOHOM_SNP","X1","X2","X3","X4"
13,"TRIM13",1,6,3,0,18,2,6894
13,"TRPC4",1,7,4,0,18,35,6861
13,"TSC22D1",1,19,12,0,18,97,6799
13,"TUBA3C",1,2,1,18,0,6896,0
13,"TUBGCP3",1,9,6,0,18,0,6896
13,"UBAC2",1,7,3,0,18,0,6896
13,"UCHL3",1,4,1,0,18,0,6896
13,"UPF3A",1,5,2,0,18,0,6896
13,"VPS36",1,3,2,18,0,6896,0
13,"WASF3",1,14,6,0,18,0,6896
13,"WBP4",1,8,3,0,18,0,6896
13,"WDFY2",1,9,8,18,0,6896,0
13,"XPO4",1,7,5,0,18,15,6881
13,"ZAR1L",1,1,1,0,18,0,6896
13,"ZDHHC20",1,6,4,0,18,3,6893
13,"ZIC5",1,7,5,0,18,0,6896
13,"ZMYM2",1,11,7,0,18,0,6896
14,"ABHD12B",1,15,7,0,18,372,6524
14,"ABHD4",1,10,6,0,18,0,6896
14,"ACOT2",1,3,2,18,0,6896,0
14,"ACOT4",1,4,2,0,18,0,6896
14,"ACOT6",1,7,4,0,18,56,6840
14,"ACTN1",1,6,4,0,18,1,6895
14,"ACTR10",1,6,3,0,18,0,6896
14,"ACYP1",1,1,1,0,18,0,6896
14,"ADAM20",1,24,10,0,18,0,6896
14,"ADAM21",1,11,8,0,18,0,6896
14,"ADCK1",1,20,8,0,18,0,6896
14,"ADCY4",1,25,14,0,18,1,6895
14,"ADSSL1",1,14,7,0,18,0,6896
14,"AHSA1",1,3,3,0,18,0,6896
14,"AJUBA",1,3,3,0,18,2,6894
14,"AKAP5",1,8,5,0,18,163,6733
14,"AKT1",1,1,1,0,18,0,6896
14,"ALDH6A1",1,9,6,0,18,1,6895
14,"AMN",1,5,2,0,18,0,6896
14,"ANG",1,6,4,0,18,1,6895
14,"ANGEL1",1,18,9,0,18,109,6787
14,"AP4S1",1,6,5,18,0,6896,0
14,"AP5M1",1,13,10,0,18,42,6854
14,"AREL1",1,10,7,0,18,0,6896
14,"ARG2",1,8,3,0,18,0,6896
14,"ARHGAP5",1,13,6,0,18,0,6896
14,"ARHGEF40",1,25,16,0,18,160,6736
14,"ASB2",1,22,11,0,18,22,6874
14,"ASPG",1,8,3,0,18,210,6686
14,"ATG14",1,7,4,0,18,0,6896
14,"ATL1",1,4,4,0,18,0,6896
14,"ATP6V1D",1,3,1,0,18,0,6896
14,"BAG5",1,5,3,0,18,0,6896
14,"BAZ1A",1,13,8,0,18,69,6827
14,"BCL11B",1,1,1,0,18,0,6896
14,"BCL2L2-PABPN1,PABPN1",1,1,1,0,18,0,6896
14,"BCL2L2,BCL2L2-PABPN1",1,2,1,18,0,6896,0
14,"BDKRB1",1,11,7,0,18,0,6896
14,"BDKRB2",1,14,6,0,18,55,6841
14,"BEGAIN",1,3,2,18,0,6896,0
14,"BRF1",1,7,4,0,18,0,6896
14,"BRMS1L",1,6,4,0,18,0,6896
14,"BTBD7",1,18,11,0,18,4,6892
14,"C14orf105",1,15,12,0,18,4,6892
14,"C14orf159",1,28,19,0,18,68,6828
14,"C14orf166",1,3,2,18,0,6896,0
14,"C14orf177",1,8,3,0,18,34,6862
14,"C14orf178",1,2,1,18,0,6896,0
14,"C14orf180",1,8,7,18,0,6896,0
14,"C14orf182",1,3,2,18,0,6896,0
14,"C14orf183",1,7,6,18,0,6896,0
14,"C14orf2",1,2,2,0,18,44,6852
14,"C14orf28",1,8,5,0,18,0,6896
14,"C14orf79",1,10,9,18,0,6896,0
14,"C14orf80",1,16,12,0,18,14,6882
14,"C14orf93",1,7,4,0,18,0,6896
14,"CATSPERB",1,20,11,0,18,16,6880
14,"CBLN3",1,2,1,18,0,6896,0
14,"CCDC88C",1,51,36,0,18,202,6694
14,"CCNB1IP1",1,7,3,0,18,0,6896
14,"CCNK",1,1,1,0,18,0,6896
14,"CDC42BPB",1,16,9,0,18,0,6896
14,"CDCA4",1,3,1,0,18,0,6896
14,"CDH24",1,11,8,0,18,7,6889
14,"CDKN3",1,5,4,18,0,6896,0
14,"CEBPE",1,3,3,0,18,0,6896
14,"CEP170B",1,23,16,0,18,0,6896
14,"CFL2",1,1,1,0,18,0,6896
14,"CGRRF1",1,7,5,0,18,2,6894
14,"CHGA",1,15,10,0,18,61,6835
14,"CHMP4A",1,8,7,18,0,6896,0
14,"CHURC1-FNTB,FNTB",1,6,4,0,18,1,6895
14,"CHURC1,CHURC1-FNTB",1,2,2,0,18,0,6896
14,"CIDEB",1,9,4,0,18,0,6896
14,"CIPC",1,6,5,18,0,6896,0
14,"CKB",1,2,1,18,0,6896,0
14,"CLEC14A",1,18,9,0,18,0,6896
14,"CLMN",1,30,18,0,18,0,6896
14,"CMA1",1,14,6,0,18,3,6893
14,"CMTM5",1,7,4,0,18,0,6896
14,"COX8C",1,2,1,18,0,6896,0
14,"CPNE6",1,8,5,0,18,0,6896
14,"CPSF2",1,3,2,18,0,6896,0
14,"CTAGE5",1,14,8,0,18,37,6859
14,"CTSG",1,6,4,0,18,24,6872
14,"CYP46A1",1,3,1,0,18,0,6896
14,"DAAM1",1,9,7,0,18,0,6896
14,"DCAF4",1,22,16,0,18,105,6791
14,"DCAF5",1,13,8,0,18,0,6896
14,"DDHD1",1,9,3,0,18,0,6896
14,"DDX24",1,28,15,0,18,1,6895
14,"DHRS1",1,10,3,0,18,33,6863
14,"DHRS2",1,21,12,0,18,1,6895
14,"DHRS4",1,6,1,0,18,0,6896
14,"DHRS7",1,7,2,0,18,0,6896
14,"DICER1",1,17,11,0,18,0,6896
14,"DLGAP5",1,22,11,0,18,65,6831
14,"DLK1",1,13,12,18,0,6896,0
14,"DLST",1,8,2,0,18,4,6892
14,"DPF3",1,8,6,0,18,4,6892
14,"DYNC1H1",1,18,10,0,18,26,6870
14,"EAPP",1,13,9,0,18,3,6893
14,"EDDM3A",1,8,5,0,18,72,6824
14,"EDDM3B",1,4,3,18,0,6896,0
14,"EFCAB11",1,8,4,0,18,0,6896
14,"EFS",1,16,12,0,18,114,6782
14,"EIF2B2",1,5,3,0,18,0,6896
14,"EIF2S1",1,2,1,18,0,6896,0
14,"EIF5",1,2,2,0,18,0,6896
14,"ELMSAN1",1,21,13,0,18,229,6667
14,"EMC9",1,9,6,0,18,0,6896
14,"EML5",1,16,8,0,18,506,6390
14,"ENTPD5",1,8,3,0,18,0,6896
14,"ERO1L",1,4,3,18,0,6896,0
14,"ESR2",1,12,6,0,18,0,6896
14,"ESRRB",1,12,8,0,18,41,6855
14,"EVL",1,5,4,18,0,6896,0
14,"EXD2",1,9,6,0,18,13,6883
14,"EXOC5",1,3,3,0,18,0,6896
14,"FAM177A1",1,2,2,0,18,0,6896
14,"FAM179B",1,31,12,0,18,12,6884
14,"FAM71D",1,13,5,0,18,0,6896
14,"FANCM",1,64,43,0,18,103,6793
14,"FBLN5",1,7,5,0,18,0,6896
14,"FBXO33",1,9,5,0,18,0,6896
14,"FCF1",1,4,2,0,18,0,6896
14,"FERMT2",1,7,7,0,18,0,6896
14,"FITM1",1,8,6,0,18,0,6896
14,"FKBP3",1,4,1,0,18,0,6896
14,"FLRT2",1,14,7,0,18,155,6741
14,"FOS",1,3,2,18,0,6896,0
14,"FOXN3",1,9,3,0,18,0,6896
14,"FRMD6",1,14,9,0,18,0,6896
14,"G2E3",1,9,6,0,18,1,6895
14,"GCH1",1,6,5,18,0,6896,0
14,"GEMIN2",1,4,1,0,18,0,6896
14,"GMPR2",1,10,5,0,18,19,6877
14,"GNG2",1,1,1,0,18,0,6896
14,"GPATCH2L",1,4,3,18,0,6896,0
14,"GPHN",1,5,2,0,18,0,6896
14,"GPR132",1,8,3,0,18,0,6896
14,"GPR135",1,7,2,0,18,0,6896
14,"GPR65",1,4,2,0,18,46,6850
14,"GPR68",1,5,4,18,0,6896,0
14,"GSKIP",1,2,2,0,18,0,6896
14,"GTF2A1",1,2,2,0,18,0,6896
14,"GZMB",1,8,7,18,0,6896,0
14,"GZMH",1,10,7,0,18,0,6896
14,"HAUS4",1,8,4,0,18,0,6896
14,"HEATR4",1,30,20,0,18,19,6877
14,"HECTD1",1,29,12,0,18,120,6776
14,"HHIPL1",1,9,5,0,18,0,6896
14,"HIF1A",1,14,11,0,18,59,6837
14,"HNRNPC",1,3,1,0,18,1,6895
14,"HSP90AA1",1,10,5,0,18,78,6818
14,"HSPA2",1,6,4,0,18,0,6896
14,"IFI27",1,4,1,0,18,0,6896
14,"IFI27L1",1,5,1,0,18,0,6896
14,"IFI27L2",1,1,1,0,18,0,6896
14,"IL25",1,6,5,18,0,6896,0
14,"INF2",1,21,12,0,18,0,6896
14,"INSM2",1,7,5,0,18,0,6896
14,"IRF2BPL",1,6,2,0,18,0,6896
14,"IRF9",1,4,2,0,18,0,6896
14,"ITPK1",1,7,6,18,0,6896,0
14,"JKAMP",1,3,1,0,18,0,6896
14,"JPH4",1,4,2,0,18,0,6896
14,"KCNK10",1,10,5,0,18,545,6351
14,"KCNK13",1,12,9,0,18,23,6873
14,"KHNYN",1,8,5,0,18,0,6896
14,"KIAA0247",1,8,1,0,18,0,6896
14,"KIAA0391",1,12,8,0,18,171,6725
14,"KIAA0586",1,37,27,0,18,1,6895
14,"KIF26A",1,17,11,0,18,5,6891
14,"KLC1",1,6,4,0,18,4,6892
14,"KLHDC1",1,10,6,0,18,0,6896
14,"KLHDC2",1,9,5,0,18,0,6896
14,"KLHL28",1,9,8,18,0,6896,0
14,"KTN1",1,32,16,0,18,0,6896
14,"L2HGDH",1,8,4,0,18,0,6896
14,"L3HYPDH",1,6,5,18,0,6896,0
14,"LRFN5",1,5,3,0,18,0,6896
14,"LRP10",1,18,14,0,18,1,6895
14,"LRRC74A",1,17,12,0,18,772,6124
14,"LTB4R",1,4,2,0,18,0,6896
14,"LTB4R2",1,9,5,0,18,0,6896
14,"LTBP2",1,49,31,0,18,19,6877
14,"MAP3K9",1,26,18,0,18,6,6890
14,"MAP4K5",1,10,8,0,18,68,6828
14,"MAPK1IP1L",1,1,1,0,18,0,6896
14,"MARK3",1,13,6,0,18,0,6896
14,"MAX",1,4,2,0,18,0,6896
14,"MBIP",1,8,4,0,18,20,6876
14,"MDGA2",1,16,11,0,18,6,6890
14,"MDP1,NEDD8-MDP1",1,4,3,18,0,6896,0
14,"MED6",1,4,2,0,18,0,6896
14,"METTL17",1,17,10,0,18,3,6893
14,"METTL3",1,5,2,0,18,1,6895
14,"MGAT2",1,5,3,0,18,0,6896
14,"MIA2",1,30,19,0,18,333,6563
14,"MIPOL1",1,6,4,0,18,0,6896
14,"MIS18BP1",1,35,23,0,18,175,6721
14,"MOAP1",1,12,8,0,18,1,6895
14,"MOK",1,18,12,0,18,12,6884
14,"MPP5",1,14,8,0,18,15,6881
14,"MRPL52",1,5,4,18,0,6896,0
14,"MTA1",1,3,3,0,18,396,6500
14,"MYH7",1,12,5,0,18,0,6896
14,"NDRG2",1,11,4,0,18,1,6895
14,"NDUFB1",1,4,2,0,18,0,6896
14,"NEMF",1,20,9,0,18,1,6895
14,"NFATC4",1,22,13,0,18,2,6894
14,"NFKBIA",1,5,3,0,18,0,6896
14,"NGB",1,4,1,0,18,0,6896
14,"NGDN",1,17,11,0,18,0,6896
14,"NKX2-8",1,4,1,0,18,0,6896
14,"NOP9",1,18,11,0,18,309,6587
14,"NOXRED1",1,3,1,0,18,0,6896
14,"NPAS3",1,10,9,18,0,6896,0
14,"NPC2",1,6,3,0,18,0,6896
14,"NRL",1,2,1,18,0,6896,0
14,"NRXN3",1,15,9,0,18,0,6896
14,"NUBPL",1,8,4,0,18,2,6894
14,"NUDT14",1,2,2,0,18,0,6896
14,"NUMB",1,4,4,0,18,12,6884
14,"OR11H4",1,16,11,0,18,180,6716
14,"OR4K1",1,14,12,0,18,2,6894
14,"OR4K13",1,19,8,0,18,51,6845
14,"OR4K14",1,10,5,0,18,28,6868
14,"OR4K15",1,6,5,18,0,6896,0
14,"OR4K17",1,9,6,0,18,4,6892
14,"OR4K2",1,15,10,0,18,0,6896
14,"OR4K5",1,19,11,0,18,1,6895
14,"OR4M1",1,6,3,0,18,0,6896
14,"OR4N5",1,13,9,0,18,0,6896
14,"OR5AU1",1,18,12,0,18,509,6387
14,"OSGEP",1,9,2,0,18,0,6896
14,"OTUB2",1,6,5,18,0,6896,0
14,"OTX2",1,3,3,0,18,0,6896
14,"PACS2",1,10,8,0,18,5,6891
14,"PARP2",1,17,8,0,18,29,6867
14,"PAX9",1,3,2,18,0,6896,0
14,"PCK2;PCK2",1,1,1,0,18,0,6896
14,"PCNX",1,42,24,0,18,1,6895
14,"PCNXL4",1,30,21,0,18,116,6780
14,"PELI2",1,7,5,0,18,2,6894
14,"PGF",1,4,1,0,18,0,6896
14,"PIGH",1,2,1,18,0,6896,0
14,"PLD4",1,8,4,0,18,0,6896
14,"PLEK2",1,9,4,0,18,4,6892
14,"PLEKHD1",1,3,3,0,18,0,6896
14,"PLEKHG3",1,36,23,0,18,6,6890
14,"PNMA1",1,4,1,0,18,0,6896
14,"PNN",1,18,7,0,18,91,6805
14,"PNP",1,5,2,0,18,0,6896
14,"POLE2",1,6,3,0,18,0,6896
14,"POMT2",1,17,5,0,18,0,6896
14,"PPM1A",1,4,3,18,0,6896,0
14,"PPP1R13B",1,15,11,0,18,0,6896
14,"PPP2R3C",1,10,6,0,18,0,6896
14,"PPP2R5C",1,6,3,0,18,39,6857
14,"PPP4R4",1,11,7,0,18,0,6896
14,"PRIMA1",1,3,3,0,18,0,6896
14,"PRKCH",1,8,3,0,18,0,6896
14,"PRKD1",1,12,5,0,18,1,6895
14,"PRMT5",1,4,1,0,18,0,6896
14,"PROX2",1,11,7,0,18,0,6896
14,"PRPF39",1,9,6,0,18,0,6896
14,"PSEN1",1,10,3,0,18,4,6892
14,"PSMA3",1,1,1,0,18,0,6896
14,"PSMA6",1,1,1,0,18,0,6896
14,"PSMB11",1,17,10,0,18,1,6895
14,"PSMB5",1,5,1,0,18,33,6863
14,"PSME1",1,9,2,0,18,0,6896
14,"PSME2",1,5,4,18,0,6896,0
14,"PTGDR",1,13,9,0,18,0,6896
14,"PTGER2",1,2,2,0,18,1,6895
14,"PTGR2",1,6,4,0,18,0,6896
14,"PYGL",1,29,17,0,18,34,6862
14,"RAB15",1,4,3,18,0,6896,0
14,"RAD51B",1,26,11,0,18,2,6894
14,"RALGAPA1",1,13,7,0,18,240,6656
14,"RBM23",1,11,10,18,0,6896,0
14,"RBM25",1,3,1,0,18,0,6896
14,"RCOR1",1,1,1,0,18,0,6896
14,"RDH11",1,4,1,0,18,6,6890
14,"RDH12",1,7,5,0,18,91,6805
14,"REC8",1,8,6,0,18,0,6896
14,"REM2",1,7,4,0,18,51,6845
14,"RGS6",1,5,3,0,18,0,6896
14,"RHOJ",1,6,4,0,18,0,6896
14,"RIPK3",1,12,5,0,18,29,6867
14,"RNASE1",1,7,4,0,18,0,6896
14,"RNASE10",1,10,5,0,18,3,6893
14,"RNASE11",1,12,8,0,18,29,6867
14,"RNASE12",1,5,2,0,18,0,6896
14,"RNASE13",1,8,5,0,18,3,6893
14,"RNASE2",1,3,2,18,0,6896,0
14,"RNASE3",1,7,6,18,0,6896,0
14,"RNASE4",1,10,5,0,18,142,6754
14,"RNASE8",1,4,3,18,0,6896,0
14,"RNASE9",1,15,12,0,18,327,6569
14,"RNF31",1,15,8,0,18,0,6896
14,"RPL10L",1,4,3,18,0,6896,0
14,"RPS6KA5",1,13,3,0,18,0,6896
14,"RTN1",1,17,10,0,18,0,6896
14,"SAMD4A",1,14,9,0,18,0,6896
14,"SCFD1",1,4,3,18,0,6896,0
14,"SEL1L",1,14,9,0,18,4,6892
14,"SERPINA12",1,18,12,0,18,1,6895
14,"SERPINA4",1,15,9,0,18,0,6896
14,"SERPINA5",1,22,12,0,18,108,6788
14,"SETD3",1,11,4,0,18,0,6896
14,"SFTA3",1,3,2,18,0,6896,0
14,"SGPP1",1,4,2,0,18,0,6896
14,"SIPA1L1",1,26,16,0,18,2,6894
14,"SIVA1",1,4,3,18,0,6896,0
14,"SIX1",1,1,1,0,18,0,6896
14,"SIX6",1,4,3,18,0,6896,0
14,"SLC10A1",1,19,11,0,18,0,6896
14,"SLC22A17",1,6,2,0,18,0,6896
14,"SLC25A21",1,12,5,0,18,0,6896
14,"SLC25A21;SLC25A21",1,1,1,0,18,0,6896
14,"SLC25A29",1,3,2,18,0,6896,0
14,"SLC25A47",1,12,6,0,18,0,6896
14,"SLC35F4",1,5,4,18,0,6896,0
14,"SLC38A6",1,9,5,0,18,2,6894
14,"SLC39A9",1,5,2,0,18,0,6896
14,"SLC7A7",1,13,6,0,18,4,6892
14,"SLC7A8",1,16,10,0,18,0,6896
14,"SLC8A3",1,24,17,0,18,6,6890
14,"SLIRP",1,4,3,18,0,6896,0
14,"SMEK1",1,3,1,0,18,0,6896
14,"SMOC1",1,9,4,0,18,0,6896
14,"SNAPC1",1,8,6,0,18,0,6896
14,"SOCS4",1,9,7,0,18,0,6896
14,"SOS2",1,19,10,0,18,0,6896
14,"SPTLC2",1,4,2,0,18,0,6896
14,"SRP54",1,2,2,0,18,0,6896
14,"SRSF5",1,5,2,0,18,0,6896
14,"STYX",1,3,2,18,0,6896,0
14,"SUPT16H",1,4,3,18,0,6896,0
14,"SYNDIG1L",1,4,1,0,18,0,6896
14,"SYNJ2BP,SYNJ2BP-COX16",1,4,1,0,18,0,6896
14,"TBPL2",1,8,3,0,18,55,6841
14,"TC2N",1,9,4,0,18,6,6890
14,"TCL1A",1,6,4,0,18,3,6893
14,"TCL1B",1,2,2,0,18,0,6896
14,"TDP1",1,22,12,0,18,4,6892
14,"TDRD9",1,23,15,0,18,12,6884
14,"TGFB3",1,5,2,0,18,0,6896
14,"TGM1",1,36,19,0,18,3,6893
14,"THTPA",1,2,1,18,0,6896,0
14,"TINF2",1,9,3,0,18,0,6896
14,"TM9SF1",1,13,6,0,18,169,6727
14,"TMED10",1,2,1,18,0,6896,0
14,"TMED8",1,1,1,0,18,0,6896
14,"TMEM179",1,1,1,0,18,0,6896
14,"TMEM251",1,6,2,0,18,0,6896
14,"TMEM253",1,4,3,18,0,6896,0
14,"TMEM30B",1,2,1,18,0,6896,0
14,"TMEM55B",1,7,5,0,18,0,6896
14,"TMEM63C",1,12,6,0,18,0,6896
14,"TMX1",1,4,2,0,18,0,6896
14,"TNFAIP2",1,8,7,18,0,6896,0
14,"TOMM20L",1,3,2,18,0,6896,0
14,"TOX4",1,7,4,0,18,0,6896
14,"TPPP2",1,10,7,0,18,122,6774
14,"TRAPPC6B",1,5,2,0,18,0,6896
14,"TRMT5",1,19,11,0,18,1,6895
14,"TSSK4",1,12,9,0,18,0,6896
14,"TTC7B",1,12,9,0,18,0,6896
14,"TTC8",1,7,5,0,18,0,6896
14,"TTC9",1,1,1,0,18,9,6887
14,"TXNDC16",1,28,18,0,18,191,6705
14,"TXNDC16;TXNDC16",1,1,1,0,18,0,6896
14,"UBR7",1,4,2,0,18,48,6848
14,"VASH1",1,2,1,18,0,6896,0
14,"VCPKMT",1,3,3,0,18,0,6896
14,"VIPAS39",1,15,8,0,18,0,6896
14,"VRK1",1,9,3,0,18,0,6896
14,"VRTN",1,15,7,0,18,0,6896
14,"VSX2",1,7,3,0,18,3,6893
14,"VTI1B",1,4,2,0,18,0,6896
14,"WARS",1,6,4,0,18,0,6896
14,"WDHD1",1,24,13,0,18,93,6803
14,"WDR20",1,10,8,0,18,1,6895
14,"WDR89",1,5,4,18,0,6896,0
14,"XRCC3",1,9,6,0,18,975,5921
14,"YLPM1",1,20,9,0,18,98,6798
14,"YY1",1,3,2,18,0,6896,0
14,"ZBTB1",1,5,4,18,0,6896,0
14,"ZBTB25",1,8,7,18,0,6896,0
14,"ZBTB42",1,2,2,0,18,112,6784
14,"ZC3H14",1,8,3,0,18,0,6896
14,"ZFP36L1",1,3,1,0,18,0,6896
14,"ZFYVE1",1,10,6,0,18,7,6889
14,"ZFYVE21",1,3,1,0,18,4,6892
14,"ZNF219",1,2,2,0,18,0,6896
14,"ZNF410",1,6,3,0,18,0,6896
14,"ZNF410;ZNF410",1,1,1,0,18,0,6896
15,"ABHD2",1,5,1,0,18,0,6896
15,"ACSBG1",1,10,9,18,0,6896,0
15,"ADAL",1,9,4,0,18,1,6895
15,"ADAM10",1,11,4,0,18,0,6896
15,"ADPGK",1,8,3,0,18,219,6677
15,"AEN",1,15,9,0,18,76,6820
15,"AGBL1",1,42,22,0,18,24,6872
15,"ALDH1A3",1,8,5,0,18,4,6892
15,"ANKRD34C",1,4,4,0,18,1,6895
15,"ANXA2",1,4,3,18,0,6896,0
15,"AP3B2",1,13,5,0,18,0,6896
15,"AP3S2,C15orf38-AP3S2",1,3,1,0,18,0,6896
15,"APBA2",1,12,8,0,18,0,6896
15,"APH1B",1,8,5,0,18,4,6892
15,"AQP9",1,20,8,0,18,14,6882
15,"AQR",1,12,9,0,18,0,6896
15,"ARHGAP11A",1,22,6,0,18,6,6890
15,"ARID3B",1,2,1,18,0,6896,0
15,"ARIH1",1,1,1,0,18,0,6896
15,"ARNT2",1,9,2,0,18,0,6896
15,"ARPIN,C15orf38-AP3S2",1,8,6,0,18,0,6896
15,"ATP10A",1,52,27,0,18,58,6838
15,"AVEN",1,14,7,0,18,12,6884
15,"BCL2L10",1,2,1,18,0,6896,0
15,"BLM",1,43,21,0,18,26,6870
15,"BMF",1,4,1,0,18,0,6896
15,"BNC1",1,15,9,0,18,0,6896
15,"BTBD1",1,6,4,0,18,0,6896
15,"C15orf26",1,8,4,0,18,3,6893
15,"C15orf27",1,13,10,0,18,484,6412
15,"C15orf43",1,3,3,0,18,1,6895
15,"C15orf57",1,2,1,18,0,6896,0
15,"C15orf59",1,4,1,0,18,0,6896
15,"C15orf61",1,2,2,0,18,0,6896
15,"C15orf65",1,2,2,0,18,40,6856
15,"C2CD4A",1,4,2,0,18,0,6896
15,"CA12",1,9,2,0,18,0,6896
15,"CALML4",1,8,5,0,18,1,6895
15,"CAPN3",1,27,16,0,18,14,6882
15,"CASC4",1,10,3,0,18,0,6896
15,"CATSPER2",1,11,6,0,18,85,6811
15,"CCDC33",1,28,16,0,18,764,6132
15,"CCNB2",1,14,3,0,18,0,6896
15,"CCNDBP1",1,6,5,18,0,6896,0
15,"CCPG1",1,16,11,0,18,29,6867
15,"CD276",1,2,1,18,0,6896,0
15,"CDAN1",1,29,15,0,18,298,6598
15,"CELF6",1,7,2,0,18,0,6896
15,"CEMIP",1,27,18,0,18,2,6894
15,"CEP152",1,38,16,0,18,2,6894
15,"CERS3",1,11,5,0,18,6,6890
15,"CGNL1",1,60,36,0,18,920,5976
15,"CHAC1",1,11,9,0,18,2,6894
15,"CHD2",1,12,8,0,18,6,6890
15,"CHRM5",1,14,9,0,18,0,6896
15,"CHRNA3",1,7,6,18,0,6896,0
15,"CHST14",1,2,2,0,18,0,6896
15,"CIB1",1,4,1,0,18,0,6896
15,"CIB2",1,7,6,18,0,6896,0
15,"CLK3",1,3,1,0,18,0,6896
15,"CLN6",1,7,4,0,18,0,6896
15,"CLPX",1,10,7,0,18,0,6896
15,"COMMD4",1,3,2,18,0,6896,0
15,"CORO2B",1,5,2,0,18,0,6896
15,"COX5A",1,2,2,0,18,0,6896
15,"CPEB1",1,6,4,0,18,0,6896
15,"CPLX3",1,2,1,18,0,6896,0
15,"CSK",1,4,3,18,0,6896,0
15,"CSNK1G1",1,2,2,0,18,0,6896
15,"CTDSPL2",1,2,2,0,18,0,6896
15,"CTXN2",1,1,1,0,18,0,6896
15,"CYFIP1",1,20,12,0,18,193,6703
15,"CYP11A1",1,11,6,0,18,0,6896
15,"CYP19A1",1,11,5,0,18,21,6875
15,"CYP1A1",1,30,18,0,18,16,6880
15,"CYP1A2",1,26,14,0,18,0,6896
15,"DAPK2",1,15,10,0,18,0,6896
15,"DENND4A",1,16,8,0,18,0,6896
15,"DET1",1,10,7,0,18,0,6896
15,"DLL4",1,7,4,0,18,0,6896
15,"DNAJA4",1,13,9,0,18,1,6895
15,"DNAJC17",1,8,5,0,18,2,6894
15,"DPH6",1,8,4,0,18,1,6895
15,"DPP8",1,15,6,0,18,0,6896
15,"DTWD1",1,3,1,0,18,0,6896
15,"DUOX2",1,53,30,0,18,42,6854
15,"DUOXA1",1,15,9,0,18,0,6896
15,"DUOXA2",1,3,1,0,18,0,6896
15,"DUT",1,1,1,0,18,0,6896
15,"DYX1C1",1,16,10,0,18,1602,5294
15,"EDC3",1,9,7,0,18,0,6896
15,"EHD4",1,7,5,0,18,193,6703
15,"EIF3J",1,1,1,0,18,1,6895
15,"ELL3",1,14,10,0,18,1,6895
15,"EMC4",1,2,2,0,18,2,6894
15,"EMC7",1,2,2,0,18,1,6895
15,"EPB42",1,19,11,0,18,0,6896
15,"ETFA",1,9,5,0,18,71,6825
15,"EXD1",1,9,4,0,18,454,6442
15,"FAH",1,13,9,0,18,3,6893
15,"FAM169B",1,9,6,0,18,0,6896
15,"FAM174B",1,4,2,0,18,0,6896
15,"FAM189A1",1,9,8,18,0,6896,0
15,"FAM214A",1,24,13,0,18,451,6445
15,"FAM219B",1,2,2,0,18,0,6896
15,"FAM227B",1,10,7,0,18,0,6896
15,"FAM63B",1,23,11,0,18,1,6895
15,"FAM81A",1,4,4,0,18,0,6896
15,"FAM96A",1,1,1,0,18,0,6896
15,"FAM98B",1,4,3,18,0,6896,0
15,"FANCI",1,43,25,0,18,1082,5814
15,"FBN1",1,42,20,0,18,2,6894
15,"FBXL22",1,8,5,0,18,0,6896
15,"FBXO22",1,8,3,0,18,1,6895
15,"FEM1B",1,4,2,0,18,0,6896
15,"FES",1,15,9,0,18,0,6896
15,"FOXB1",1,3,2,18,0,6896,0
15,"FRMD5",1,7,5,0,18,0,6896
15,"FSIP1",1,17,9,0,18,620,6276
15,"FURIN",1,13,8,0,18,0,6896
15,"GABPB1",1,1,1,0,18,0,6896
15,"GABRA5",1,3,2,18,0,6896,0
15,"GABRG3",1,6,3,0,18,2,6894
15,"GALK2",1,11,6,0,18,0,6896
15,"GCHFR",1,2,2,0,18,0,6896
15,"GCNT3",1,16,7,0,18,0,6896
15,"GCOM1,MYZAP",1,15,9,0,18,41,6855
15,"GCOM1,POLR2M",1,2,1,18,0,6896,0
15,"GJD2",1,2,1,18,0,6896,0
15,"GLDN",1,16,11,0,18,853,6043
15,"GNB5",1,5,4,18,0,6896,0
15,"GPR176",1,5,3,0,18,0,6896
15,"GRAMD2",1,12,8,0,18,3,6893
15,"GREM1",1,2,2,0,18,0,6896
15,"HAPLN3",1,13,10,0,18,0,6896
15,"HAUS2",1,3,2,18,0,6896,0
15,"HCN4",1,13,8,0,18,1,6895
15,"HDC",1,10,8,0,18,101,6795
15,"HERC2",1,36,22,0,18,2,6894
15,"HEXA",1,17,8,0,18,1,6895
15,"HMG20A",1,6,4,0,18,0,6896
15,"HOMER2",1,6,4,0,18,0,6896
15,"HYKK",1,11,6,0,18,49,6847
15,"HYPK",1,8,5,0,18,56,6840
15,"ICE2",1,14,12,0,18,0,6896
15,"IDH2",1,7,5,0,18,0,6896
15,"IDH3A",1,10,5,0,18,0,6896
15,"IGF1R",1,21,12,0,18,0,6896
15,"IL16",1,33,22,0,18,143,6753
15,"IMP3",1,2,2,0,18,1,6895
15,"INO80",1,22,12,0,18,3,6893
15,"IQCH",1,31,18,0,18,2,6894
15,"IQGAP1",1,27,16,0,18,1,6895
15,"IREB2",1,11,7,0,18,0,6896
15,"ISG20",1,4,3,18,0,6896,0
15,"ISL2",1,4,2,0,18,0,6896
15,"ISLR",1,9,5,0,18,0,6896
15,"ISLR2",1,7,4,0,18,0,6896
15,"ITPKA",1,6,4,0,18,0,6896
15,"IVD",1,7,4,0,18,0,6896
